"","id","title","cartoonist","genre","last_episode","week_rank","week","star_point"
"326","744384","경비 배두만","이영곤","스토리, 액션",28,"12","sun","9.95"
"327","721463","극야","운 / 한 큰빛","스토리, 스릴러",0,"13","sun","9.96"
"328","730657","오로지 너를 이기고 싶어","아마도지 / 사삭","에피소드, 로맨스",76,"14","sun","9.96"
"329","755982","벚꽃이 흩날릴 무렵","황양","스토리, 드라마",9,"15","sun","9.77"
"330","733047","행성인간","조석","스토리, 스릴러",67,"16","sun","9.95"
"331","728128","합격시켜주세용","이온","스토리, 판타지",76,"17","sun","9.98"
"332","755674","AI가 세상을 지배한다면","POGO / HOOPA","옴니버스, 판타지",11,"18","sun","9.91"
"333","655746","마법스크롤 상인 지오","엄재경 / 호패","스토리, 판타지",271,"19","sun","9.96"
"334","695796","내일","라마","옴니버스, 드라마",185,"20","sun","9.97"
"335","728900","인어를 위한 수영교실","용찬","스토리, 로맨스",81,"21","sun","9.98"
"336","758663","두근두근 연극부","김태경","스토리, 로맨스",2,"22","sun","6.93"
"337","750558","로어 올림푸스","레이첼 스마이스","스토리, 로맨스",38,"23","sun","9.84"
"338","727476","구름이 피워낸 꽃","비온후","스토리, 로맨스",87,"24","sun","9.97"
"339","759567","판사 이한영","문성호 / 전돌돌","스토리, 드라마",3,"25","sun","9.54"
"340","759641","오늘 밤만 재워줘","해번 / 유나나","스토리, 로맨스",8,"26","sun","9.79"
"341","703844","가비지타임","2사장","스토리, 스포츠",81,"27","sun","9.96"
"342","557676","다이스(DICE)","윤현석","스토리, 판타지",0,"28","sun","9.42"
"343","758674","스트러글","윤준식 / 백지운","스토리, 액션",7,"29","sun","8.97"
"344","733728","강남도깨비","이경민 / 송준혁","스토리, 판타지",66,"30","sun","9.71"
"345","737628","별이삼샵","혀노","스토리, 드라마",53,"31","sun","9.95"
"346","753842","데빌샷","CTK","스토리, 판타지",14,"32","sun","9.94"
"347","739097","학교정벌","나락 / 지앤","스토리, 판타지",36,"33","sun","9.32"
"348","758145","호시탐탐","박현정","스토리, 로맨스",6,"34","sun","9.79"
"349","751992","오른눈이 보는 세계","코어","스토리, 판타지",15,"35","sun","9.95"
"350","741458","아르세니아의 마법사","박성호 / SAYM","스토리, 판타지",44,"36","sun","9.84"
"351","736641","라일락 200%","아니영","스토리, 로맨스",57,"37","sun","9.96"
"352","730607","평행도시","고다","스토리, 판타지",58,"38","sun","9.95"
"353","740387","잉여특공대","물꾹 / 찰떡","스토리, 판타지",32,"39","sun","9.74"
"354","738547","선녀야 야옹해봐!","햄톨탱크","스토리, 로맨스",0,"40","sun","9.78"
"355","726454","무주의 맹시","마누비","스토리, 로맨스",84,"41","sun","9.95"
"356","745652","신이 담긴 아이","건치 / 호진","스토리, 판타지",31,"42","sun","9.90"
"357","745409","소녀 해미","이현우","스토리, 스릴러",33,"43","sun","9.64"
"358","733768","오늘도 사랑하세요","하찌","스토리, 로맨스",65,"44","sun","9.79"
"359","752462","데이즈","양수","스토리, 스릴러",20,"45","sun","6.93"
"360","721109","Here U Are","D JUN","스토리, 로맨스",139,"46","sun","9.65"
"361","729883","위험한 신입사원","박수정 / Jiya","스토리, 로맨스",69,"47","sun","9.65"
"362","743721","불발소년","곤세","에피소드, 드라마",35,"48","sun","9.85"
"363","747370","여름은 뜨겁다","JQ / ZK","스토리, 드라마",29,"49","sun","9.22"
"364","744313","죽여주는 탐정님","뻥 / 조은","스토리, 스릴러",36,"50","sun","9.87"
"365","732224","인싸라이프휴재","힐링달","스토리, 드라마",0,"51","sun","9.09"
"366","761104","곱게 키웠더니 짐승","이른꽃,티바 / 여슬기","에피소드, 드라마",4,"52","sun","9.84"
"367","761514","라커, 오프너","만취 / 바른꽃","스토리, 판타지",2,"53","sun","9.79"
